_MEMBER_CNet-SVM,_MEMBER_Enet-SVM,_MEMBER_L2SCAD-SVM,_MEMBER_SCAD-SVM,_MEMBER_SGLasso-SVM,_MEMBER_SVM-RFE,_MEMBER_mRMR-SVM,_LogP_CNet-SVM,_LogP_Enet-SVM,_LogP_L2SCAD-SVM,_LogP_SCAD-SVM,_LogP_SGLasso-SVM,_LogP_SVM-RFE,_LogP_mRMR-SVM,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.700875860922122,WP69,M0000001,1,0,WikiPathways,27,T-cell receptor signaling pathway,,-5.700875860922122,44.246153846153845,13.028778806344413,30198,91,30,4,13.333333333333334,6.206328908341751,1385|5595|5966|6464,CREB1|MAPK3|REL|SHC1,-3.3365954510088334,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.697894815822477,M274,M0000001,1,0,Canonical Pathways,11,PID LYMPH ANGIOGENESIS PATHWAY,,-5.697894815822477,120.792,18.895476178047033,30198,25,30,3,10.0,5.477225575051661,1385|5595|6464,CREB1|MAPK3|SHC1,-3.3365954510088334,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.697894815822477,WP3668,M0000001,1,0,WikiPathways,27,Hypothesized pathways in pathogenesis of cardiovascular disease,,-5.697894815822477,120.792,18.895476178047033,30198,25,30,3,10.0,5.477225575051661,4089|5595|6464,SMAD4|MAPK3|SHC1,-3.3365954510088334,0,3,0,0,-12.836245301936685,177.63529411764708,
1,0,0,0,0,0,0,-3.725234566939365,0.0,0.0,0.0,0.0,0.0,0.0,M164,M1000000,1,0,Canonical Pathways,11,PID ERBB1 DOWNSTREAM PATHWAY,,-5.6349432121800485,15.831192660550457,9.162822103231933,30198,105,109,6,5.504587155963303,2.184512281214591,1385|2002|3725|3845|5595|6722,CREB1|ELK1|JUN|KRAS|MAPK3|SRF,-3.501715961147858,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.594079247195503,M1718,M0000001,1,0,Canonical Pathways,11,SIG IL4RECEPTOR IN B LYPHOCYTES,,-5.594079247195503,111.84444444444445,18.170640154358786,30198,27,30,3,10.0,5.477225575051661,208|5595|6464,AKT2|MAPK3|SHC1,-3.271246139725527,0,3,0,0,-12.836245301936685,177.63529411764708,
1,0,0,0,0,0,1,-3.135330728135125,0.0,0.0,0.0,0.0,0.0,-3.2187653496388173,GO:0010001,M1000001,2,0,GO Biological Processes,19,glial cell differentiation,19_GO:0032502 developmental process,-5.587100654476785,11.612701203098391,8.277335277739635,30198,167,109,7,6.422018348623853,2.3480609122499354,208|1499|1959|3845|5595|28514|51176,AKT2|CTNNB1|EGR2|KRAS|MAPK3|DLL1|LEF1,-3.459137643436952,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.519842196673674,WP1544,M0000001,1,0,WikiPathways,27,MicroRNAs in cardiomyocyte hypertrophy,,-5.519842196673674,39.86534653465347,12.337605922531326,30198,101,30,4,13.333333333333334,6.206328908341751,208|1499|4040|5595,AKT2|CTNNB1|LRP6|MAPK3,-3.2170940763804436,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.391469021892206,hsa05221,M0000001,1,0,KEGG Pathway,24,Acute myeloid leukemia,,-5.3454172577173376,20.67506504176366,9.703715981191,30198,67,109,5,4.587155963302752,2.0038348475654213,208|3815|3845|5595|51176,AKT2|KIT|KRAS|MAPK3|LEF1,-3.257417546622524,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.236338203666706,hsa04935,M0000001,1,0,KEGG Pathway,24,"Growth hormone synthesis, secretion and action",,-5.236338203666706,33.83529411764706,11.31753801057533,30198,119,30,4,13.333333333333334,6.206328908341751,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-3.015371902951625,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.172696103227968,WP4331,M0000001,1,0,WikiPathways,27,Neovascularisation processes,,-5.172696103227968,81.61621621621622,15.472827051612276,30198,37,30,3,10.0,5.477225575051661,3815|5595|5966,KIT|MAPK3|REL,-2.9799610416131412,0,3,0,0,-12.836245301936685,177.63529411764708,
1,0,0,0,0,0,0,-3.4621826543535956,0.0,0.0,0.0,0.0,0.0,0.0,M186,M1000000,1,0,Canonical Pathways,11,PID PDGFRB PATHWAY,,-5.117025845295851,12.885854491145722,8.142486424293336,30198,129,109,6,5.504587155963303,2.184512281214591,2002|3725|3845|5595|6464|6722,ELK1|JUN|KRAS|MAPK3|SHC1|SRF,-3.0634209723775556,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.1028007805752855,M82,M0000001,1,0,Canonical Pathways,11,PID RET PATHWAY,,-5.1028007805752855,77.43076923076923,15.061260929840369,30198,39,30,3,10.0,5.477225575051661,1385|5595|6464,CREB1|MAPK3|SHC1,-2.9249913968903547,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.070987381689968,hsa04068,M0000001,1,0,KEGG Pathway,24,FoxO signaling pathway,,-5.070987381689968,30.73587786259542,10.755748297410433,30198,131,30,4,13.333333333333334,6.206328908341751,208|4089|4616|5595,AKT2|SMAD4|GADD45B|MAPK3,-2.9058540048380466,0,3,0,0,-12.836245301936685,177.63529411764708,
1,0,0,0,0,0,1,-2.8846926349259747,0.0,0.0,0.0,0.0,0.0,-2.9673385248177473,hsa05203,M1000001,2,0,KEGG Pathway,24,Viral carcinogenesis,,-5.015959680991103,9.506475984889368,7.337343339956653,30198,204,109,7,6.422018348623853,2.3480609122499354,1385|1959|3725|3845|5595|5966|6722,CREB1|EGR2|JUN|KRAS|MAPK3|REL|SRF,-2.9859519168739763,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.004631032901597,WP2036,M0000001,1,0,WikiPathways,27,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,,-5.004631032901597,71.9,14.49950847702981,30198,42,30,3,10.0,5.477225575051661,208|1499|5595,AKT2|CTNNB1|MAPK3,-2.8714037818694065,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.981623906693699,hsa04915,M0000001,1,0,KEGG Pathway,24,Estrogen signaling pathway,,-4.981623906693699,29.1768115942029,10.461794146153101,30198,138,30,4,13.333333333333334,6.206328908341751,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-2.856536305799945,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.884465690578581,M8626,M0000001,1,0,Canonical Pathways,11,SIG BCR SIGNALING PATHWAY,,-4.884465690578581,65.64782608695653,13.837067075849902,30198,46,30,3,10.0,5.477225575051661,208|5595|6464,AKT2|MAPK3|SHC1,-2.805907535716609,0,3,0,0,-12.836245301936685,177.63529411764708,
1,0,0,0,0,0,1,-2.414084998936444,0.0,0.0,0.0,0.0,0.0,-3.6763250176502407,R-HSA-9006931,M1000001,2,0,Reactome Gene Sets,6,Signaling by Nuclear Receptors,,-4.871239878245513,7.412598570157406,6.707066119637483,30198,299,109,8,7.339449541284404,2.4978475771938924,208|1385|2002|3725|3845|5595|6464|6722,AKT2|CREB1|ELK1|JUN|KRAS|MAPK3|SHC1|SRF,-2.863612894005743,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.8617884589947815,hsa04072,M0000001,1,0,KEGG Pathway,24,Phospholipase D signaling pathway,,-4.8617884589947815,27.205405405405408,10.077870407981667,30198,148,30,4,13.333333333333334,6.206328908341751,208|3815|5595|6464,AKT2|KIT|MAPK3|SHC1,-2.794750727162621,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.771813577583598,hsa04218,M0000001,1,0,KEGG Pathway,24,Cellular senescence,,-4.771813577583598,25.81025641025641,9.797119335942286,30198,156,30,4,13.333333333333334,6.206328908341751,208|4616|5595|286826,AKT2|GADD45B|MAPK3|LIN9,-2.7290938479503333,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.7486080057916045,M7955,M0000001,1,0,Canonical Pathways,11,SIG INSULIN RECEPTOR PATHWAY IN CARDIAC MYOCYTES,,-4.7486080057916045,59.21176470588236,13.120278989426058,30198,51,30,3,10.0,5.477225575051661,208|5595|6464,AKT2|MAPK3|SHC1,-2.7122907677674704,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.723091836555233,M231,M0000001,1,0,Canonical Pathways,11,PID KIT PATHWAY,,-4.723091836555233,58.073076923076925,12.989348783661868,30198,52,30,3,10.0,5.477225575051661,3815|5595|6464,KIT|MAPK3|SHC1,-2.6972400322092644,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.264988124120321,WP481,M0000001,1,0,WikiPathways,27,Insulin signaling,,-4.5698069195407385,10.324690865576386,7.140199970553141,30198,161,109,6,5.504587155963303,2.184512281214591,208|2002|3725|5595|6464|6722,AKT2|ELK1|JUN|MAPK3|SHC1|SRF,-2.6179351675565865,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.8987506848960205,WP23,M0000001,1,0,WikiPathways,27,B cell receptor signaling pathway,,-4.536882267970802,14.134993446920053,7.838824147572456,30198,98,109,5,4.587155963302752,2.0038348475654213,1385|2002|3725|5966|6464,CREB1|ELK1|JUN|REL|SHC1,-2.600430874854144,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.535532662306216,WP304,M0000001,1,0,WikiPathways,27,Kit receptor signaling pathway,,-4.535532662306216,50.330000000000005,12.061429801015063,30198,60,30,3,10.0,5.477225575051661,3815|5595|6464,KIT|MAPK3|SHC1,-2.5712769292067588,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.5281439432067785,hsa05152,M0000001,1,0,KEGG Pathway,24,Tuberculosis,,-4.5281439432067785,22.36888888888889,9.067688321461022,30198,180,30,4,13.333333333333334,6.206328908341751,208|1385|4800|5595,AKT2|CREB1|NFYA|MAPK3,-2.5692389284914228,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.0482163055614517,WP3888,M0000001,1,0,WikiPathways,27,VEGFA-VEGFR2 signaling pathway,,-4.500439820089411,5.67975590896742,5.944804349581972,30198,439,109,9,8.256880733944953,2.6362191336361964,1385|1499|2002|3725|4319|5595|6464|6722|7148,CREB1|CTNNB1|ELK1|JUN|MMP10|MAPK3|SHC1|SRF|TNXB,-2.56734206898034,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.471774962222595,R-HSA-375165,M0000001,1,0,Reactome Gene Sets,6,NCAM signaling for neurite out-growth,,-4.471774962222595,47.93333333333334,11.759404894668094,30198,63,30,3,10.0,5.477225575051661,1284|1385|5595,COL4A2|CREB1|MAPK3,-2.5215308293216214,0,3,0,0,-12.836245301936685,177.63529411764708,
1,0,0,0,0,0,0,-3.737511453395418,0.0,0.0,0.0,0.0,0.0,0.0,hsa04625,M1000000,1,0,KEGG Pathway,24,C-type lectin receptor signaling pathway,,-4.412660472722888,13.319513055751589,7.5746317645637555,30198,104,109,5,4.587155963302752,2.0038348475654213,208|1959|3725|3845|5595,AKT2|EGR2|JUN|KRAS|MAPK3,-2.484545122132758,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.411072838726236,WP2374,M0000001,1,0,WikiPathways,27,Oncostatin M signaling pathway,,-4.411072838726236,45.75454545454546,11.477952051009536,30198,66,30,3,10.0,5.477225575051661,1385|5595|6464,CREB1|MAPK3|SHC1,-2.471241704958197,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.391469021892206,M295,M0000001,1,0,Canonical Pathways,11,SIG PIP3 SIGNALING IN CARDIAC MYOCTES,,-4.391469021892206,45.071641791044776,11.388305928651254,30198,67,30,3,10.0,5.477225575051661,208|1385|6464,AKT2|CREB1|SHC1,-2.4606300837726045,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.353150317767867,WP3303,M0000001,1,0,WikiPathways,27,RAC1/PAK1/p38/MMP2 pathway,,-4.353150317767867,43.76521739130435,11.214815620307226,30198,69,30,3,10.0,5.477225575051661,1499|4436|5595,CTNNB1|MSH2|MAPK3,-2.442829781508367,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.334418075697751,hsa04917,M0000001,1,0,KEGG Pathway,24,Prolactin signaling pathway,,-4.334418075697751,43.14,11.130833004454736,30198,70,30,3,10.0,5.477225575051661,208|5595|6464,AKT2|MAPK3|SHC1,-2.4319511798914597,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.334418075697751,hsa05230,M0000001,1,0,KEGG Pathway,24,Central carbon metabolism in cancer,,-4.334418075697751,43.14,11.130833004454736,30198,70,30,3,10.0,5.477225575051661,208|3815|5595,AKT2|KIT|MAPK3,-2.4319511798914597,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.297767207960682,WP4255,M0000001,1,0,WikiPathways,27,Non-small cell lung cancer,,-4.297767207960682,41.94166666666667,10.968072122573576,30198,72,30,3,10.0,5.477225575051661,208|4616|5595,AKT2|GADD45B|MAPK3,-2.403014448927831,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.297767207960682,hsa05223,M0000001,1,0,KEGG Pathway,24,Non-small cell lung cancer,,-4.297767207960682,41.94166666666667,10.968072122573576,30198,72,30,3,10.0,5.477225575051661,208|4616|5595,AKT2|GADD45B|MAPK3,-2.403014448927831,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.727157195846899,hsa04668,M0000001,1,0,KEGG Pathway,24,TNF signaling pathway,,-4.258597540781017,12.368119266055047,7.254486524082296,30198,112,109,5,4.587155963302752,2.0038348475654213,208|1385|2920|3725|5595,AKT2|CREB1|CXCL2|JUN|MAPK3,-2.3530062107655776,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.177280408067869,hsa01521,M0000001,1,0,KEGG Pathway,24,EGFR tyrosine kinase inhibitor resistance,,-4.177280408067869,38.2253164556962,10.447224731583345,30198,79,30,3,10.0,5.477225575051661,208|5595|6464,AKT2|MAPK3|SHC1,-2.311527064873342,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.1510371182065,hsa05163,M0000001,1,0,KEGG Pathway,24,Human cytomegalovirus infection,,-4.1510371182065,17.895111111111113,8.02151632382605,30198,225,30,4,13.333333333333334,6.206328908341751,208|1385|1499|5595,AKT2|CREB1|CTNNB1|MAPK3,-2.2929244985514465,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.043244819714685,hsa04062,M0000001,1,0,KEGG Pathway,24,Chemokine signaling pathway,,-4.143467715952437,8.65768348623853,6.406712638678894,30198,192,109,6,5.504587155963303,2.184512281214591,208|2920|3845|5595|6354|6464,AKT2|CXCL2|KRAS|MAPK3|CCL7|SHC1,-2.250241476881059,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.6495112129251535,hsa04722,M0000001,1,0,KEGG Pathway,24,Neurotrophin signaling pathway,,-4.133294655602821,11.640582838640043,7.0000069671120215,30198,119,109,5,4.587155963302752,2.0038348475654213,208|3725|3845|5595|6464,AKT2|JUN|KRAS|MAPK3|SHC1,-2.244616044282164,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.1289767716349575,M115,M0000001,1,0,Canonical Pathways,11,PID REG GR PATHWAY,,-4.1289767716349575,36.826829268292684,10.244385746568332,30198,82,30,3,10.0,5.477225575051661,1385|5595|6599,CREB1|MAPK3|SMARCC1,-2.281759454965101,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.09777623963167,WP4806,M0000001,1,0,WikiPathways,27,EGFR tyrosine kinase inhibitor resistance,,-4.09777623963167,35.95,10.11513928190333,30198,84,30,3,10.0,5.477225575051661,208|5595|6464,AKT2|MAPK3|SHC1,-2.2589076628828844,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.966253308170361,GO:0014033,M0000001,1,0,GO Biological Processes,19,neural crest cell differentiation,19_GO:0032502 developmental process,-3.966253308170361,32.47096774193549,9.585207600777387,30198,93,30,3,10.0,5.477225575051661,4040|4089|5595,LRP6|SMAD4|MAPK3,-2.178088834126585,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.966253308170361,WP2355,M0000001,1,0,WikiPathways,27,Corticotropin-releasing hormone signaling pathway,,-3.966253308170361,32.47096774193549,9.585207600777387,30198,93,30,3,10.0,5.477225575051661,1385|1499|5595,CREB1|CTNNB1|MAPK3,-2.178088834126585,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.479089937353438,hsa04210,M0000001,1,0,KEGG Pathway,24,Apoptosis,,-3.8597360582165563,10.185509983810038,6.461823089211993,30198,136,109,5,4.587155963302752,2.0038348475654213,208|3725|3845|4616|5595,AKT2|JUN|KRAS|GADD45B|MAPK3,-2.019520830832499,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.469764785725964,hsa04910,M0000001,1,0,KEGG Pathway,24,Insulin signaling pathway,,-3.844828366285576,10.111163195607045,6.433149864567783,30198,137,109,5,4.587155963302752,2.0038348475654213,208|2002|3845|5595|6464,AKT2|ELK1|KRAS|MAPK3|SHC1,-2.008640628184562,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-2.8674899222181525,hsa04024,M0000001,1,0,KEGG Pathway,24,cAMP signaling pathway,,-3.8090014330320825,7.5216073726597195,5.8566324995467145,30198,221,109,6,5.504587155963303,2.184512281214591,208|1385|3725|5021|5348|5595,AKT2|CREB1|JUN|OXTR|FXYD1|MAPK3,-1.9809747269487261,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.7978177339279666,hsa04928,M0000001,1,0,KEGG Pathway,24,"Parathyroid hormone synthesis, secretion and action",,-3.7978177339279666,28.48867924528302,8.940268189186774,30198,106,30,3,10.0,5.477225575051661,1385|4040|5595,CREB1|LRP6|MAPK3,-2.055051680989188,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.715762191857526,hsa04725,M0000001,1,0,KEGG Pathway,24,Cholinergic synapse,,-3.715762191857526,26.723893805309736,8.639133576252572,30198,113,30,3,10.0,5.477225575051661,208|1385|5595,AKT2|CREB1|MAPK3,-1.99403146015268,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.681875099415643,GO:0051054,M0000001,1,0,GO Biological Processes,19,positive regulation of DNA metabolic process,19_GO:0048518 positive regulation of biological process,-3.681875099415643,13.511409395973155,6.844599484802313,30198,298,30,4,13.333333333333334,6.206328908341751,1499|4436|5595|6599,CTNNB1|MSH2|MAPK3|SMARCC1,-1.965247769348927,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.3545962850201216,hsa04261,M0000001,1,0,KEGG Pathway,24,Adrenergic signaling in cardiomyocytes,,-3.661267830990529,9.234862385321101,6.0853485945580745,30198,150,109,5,4.587155963302752,2.0038348475654213,148|208|1385|3753|5595,ADRA1A|AKT2|CREB1|KCNE1|MAPK3,-1.8597393953887718,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.6281938889334993,R-HSA-8878166,M0000001,1,0,Reactome Gene Sets,6,Transcriptional regulation by RUNX2,,-3.6281938889334993,24.95702479338843,8.32678932424814,30198,121,30,3,10.0,5.477225575051661,208|4089|5595,AKT2|SMAD4|MAPK3,-1.92473060615692,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.5563580327763504,hsa04380,M0000001,1,0,KEGG Pathway,24,Osteoclast differentiation,,-3.5563580327763504,23.5921875,8.07729271485428,30198,128,30,3,10.0,5.477225575051661,208|1385|5595,AKT2|CREB1|MAPK3,-1.8662983303535745,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.517116307292304,WP3915,M0000001,1,0,WikiPathways,27,Angiopoietin-like protein 8 regulatory pathway,,-3.517116307292304,22.87727272727273,7.943494278094318,30198,132,30,3,10.0,5.477225575051661,208|5595|6464,AKT2|MAPK3|SHC1,-1.8355996670872359,0,3,0,0,-12.836245301936685,177.63529411764708,
1,0,0,0,0,0,0,-3.16586353344626,0.0,0.0,0.0,0.0,0.0,0.0,WP437,M1000000,1,0,WikiPathways,27,EGF/EGFR signaling pathway,,-3.494517650470705,8.498339618393652,5.777452215355096,30198,163,109,5,4.587155963302752,2.0038348475654213,1385|2002|3725|3845|6464,CREB1|ELK1|JUN|KRAS|SHC1,-1.719318153591297,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.233977564420613,WP3929,M0000001,1,0,WikiPathways,27,Chemokine signaling pathway,,-3.4701805474568057,8.395329441201001,5.733124998350124,30198,165,109,5,4.587155963302752,2.0038348475654213,208|3845|5595|6354|6464,AKT2|KRAS|MAPK3|CCL7|SHC1,-1.7018930449937275,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.4513247930101323,hsa04371,M0000001,1,0,KEGG Pathway,24,Apelin signaling pathway,,-3.4513247930101323,21.72517985611511,7.723029810122244,30198,139,30,3,10.0,5.477225575051661,208|4089|5595,AKT2|SMAD4|MAPK3,-1.785398770304076,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.2187653496388173,hsa04022,M0000001,1,0,KEGG Pathway,24,cGMP-PKG signaling pathway,,-3.446170143373533,8.294786573641709,5.689540588588089,30198,167,109,5,4.587155963302752,2.0038348475654213,148|208|1385|5595|6722,ADRA1A|AKT2|CREB1|MAPK3|SRF,-1.6801624072053534,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.40640531464453,WP5083,M0000001,1,0,WikiPathways,27,Neuroinflammation and glutamatergic signaling,,-3.40640531464453,20.970833333333335,7.575225394595966,30198,144,30,3,10.0,5.477225575051661,1385|4089|5595,CREB1|SMAD4|MAPK3,-1.7511811348418718,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.296813210851979,hsa05160,M0000001,1,0,KEGG Pathway,24,Hepatitis C,,-3.296813210851979,19.2343949044586,7.223592806456131,30198,157,30,3,10.0,5.477225575051661,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.6613918133993022,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.207659092527731,GO:0071345,M0000001,1,0,GO Biological Processes,19,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-3.207659092527731,7.088732394366199,5.177292112584015,30198,710,30,5,16.666666666666668,6.804138174397717,1385|3815|4089|5595|9774,CREB1|KIT|SMAD4|MAPK3|BCLAF1,-1.5967806361525798,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.1243035397968564,R-HSA-109581,M0000001,1,0,Reactome Gene Sets,6,Apoptosis,,-3.1243035397968564,16.776666666666667,6.694681077185162,30198,180,30,3,10.0,5.477225575051661,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.530580776427987,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-3.076355200051086,hsa05034,M0000001,1,0,KEGG Pathway,24,Alcoholism,,-3.076355200051086,16.148663101604278,6.552758224727139,30198,187,30,3,10.0,5.477225575051661,1385|5595|6464,CREB1|MAPK3|SHC1,-1.4902119393917268,0,3,0,0,-12.836245301936685,177.63529411764708,
0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-2.9612262513296717,R-HSA-112314,M0000001,1,0,Reactome Gene Sets,6,Neurotransmitter receptors and postsynaptic signal transmission,,-2.9612262513296717,14.730731707317075,6.22056632836733,30198,205,30,3,10.0,5.477225575051661,1385|3773|5595,CREB1|KCNJ16|MAPK3,-1.3991963624923376,0,3,0,0,-12.836245301936685,177.63529411764708,
