Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0030323,respiratory tube development,19_GO:0032502 developmental process,-6.1,1.3e+02,19,30198,178,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4.7
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0060541,respiratory system development,19_GO:0032502 developmental process,-6,1.1e+02,18,30198,198,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4.6
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0043523,regulation of neuron apoptotic process,19_GO:0050789 regulation of biological process,-5.9,1.1e+02,18,30198,207,4,3,75,22,2253|3725|3845,FGF8|JUN|KRAS,-4.6
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:1901215,negative regulation of neuron death,19_GO:0048519 negative regulation of biological process,-5.9,1.1e+02,18,30198,209,4,3,75,22,2253|3725|3845,FGF8|JUN|KRAS,-4.6
CNet-SVM_SUB1_MCODE_1,KEGG Pathway,24,hsa04015,Rap1 signaling pathway,,-5.9,1.1e+02,18,30198,210,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4.6
CNet-SVM_SUB1_MCODE_1,KEGG Pathway,24,hsa05207,Chemical carcinogenesis - receptor activation,,-5.9,1.1e+02,18,30198,212,4,3,75,22,2253|3725|3845,FGF8|JUN|KRAS,-4.5
CNet-SVM_SUB1_MCODE_1,KEGG Pathway,24,hsa04810,Regulation of actin cytoskeleton,,-5.8,1e+02,18,30198,218,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4.5
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0070374,positive regulation of ERK1 and ERK2 cascade,19_GO:0023052 signaling,-5.8,1e+02,17,30198,221,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-4.5
CNet-SVM_SUB1_MCODE_1,KEGG Pathway,24,hsa04014,Ras signaling pathway,,-5.7,98,17,30198,232,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4.4
CNet-SVM_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-1257604,PIP3 activates AKT signaling,,-5.6,85,16,30198,267,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-4.3
CNet-SVM_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-5.5,81,15,30198,280,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4.2
CNet-SVM_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-5.5,79,15,30198,286,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4.2
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0060562,epithelial tube morphogenesis,19_GO:0032502 developmental process,-5.4,74,15,30198,307,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4.1
CNet-SVM_SUB1_MCODE_1,WikiPathways,27,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,,-5.4,73,15,30198,309,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4.1
CNet-SVM_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-5.4,73,15,30198,309,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-4.1
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0023052 signaling,-5.4,73,15,30198,312,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-4.1
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:1901214,regulation of neuron death,19_GO:0050789 regulation of biological process,-5.4,72,15,30198,314,4,3,75,22,2253|3725|3845,FGF8|JUN|KRAS,-4.1
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-5.3,70,14,30198,323,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-4.1
CNet-SVM_SUB1_MCODE_1,WikiPathways,27,WP4172,PI3K-Akt signaling pathway,,-5.2,66,14,30198,345,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4
CNet-SVM_SUB1_MCODE_1,KEGG Pathway,24,hsa04151,PI3K-Akt signaling pathway,,-5.2,64,14,30198,354,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-4
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-5,54,13,30198,421,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-3.8
CNet-SVM_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-4.9,52,12,30198,433,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-3.8
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0002009,morphogenesis of an epithelium,19_GO:0032502 developmental process,-4.9,51,12,30198,447,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-3.7
CNet-SVM_SUB1_MCODE_1,WikiPathways,27,WP5087,Malignant pleural mesothelioma,,-4.9,51,12,30198,447,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-3.7
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-4.8,48,12,30198,468,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-3.7
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0023052 signaling,-4.8,46,12,30198,492,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-3.6
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-4.8,45,12,30198,498,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-3.6
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-4.7,45,11,30198,505,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-3.6
CNet-SVM_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-4.7,43,11,30198,521,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-3.6
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-4.7,43,11,30198,526,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-3.6
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-4.6,41,11,30198,557,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-3.5
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0023052 signaling,-4.5,37,10,30198,606,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-3.4
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0023052 signaling,-4.3,33,9.7,30198,688,4,3,75,22,2246|2253|3725,FGF1|FGF8|JUN,-3.2
CNet-SVM_SUB1_MCODE_1,GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-4.2,31,9.4,30198,741,4,3,75,22,2246|2253|3845,FGF1|FGF8|KRAS,-3.2
SCAD-SVM,Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-4.4,36,10,30198,633,4,3,75,22,2920|3845|5179,CXCL2|KRAS|PENK,-3.3
SCAD-SVM,Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-4.3,32,9.6,30198,708,4,3,75,22,2920|3845|5179,CXCL2|KRAS|PENK,-3.2
SGLasso-SVM,GO Biological Processes,19,GO:0007088,regulation of mitotic nuclear division,19_GO:0050789 regulation of biological process,-9,2e+02,29,30198,118,5,4,80,18,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-7
SGLasso-SVM,GO Biological Processes,19,GO:0051301,cell division,19_GO:0009987 cellular process,-8.9,60,17,30198,503,5,5,1e+02,18,699|1063|4751|22974|83540,BUB1|CENPF|NEK2|TPX2|NUF2,-7
SGLasso-SVM,GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-8.9,59,17,30198,514,5,5,1e+02,18,699|1063|4751|22974|83540,BUB1|CENPF|NEK2|TPX2|NUF2,-6.9
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-69278,"Cell Cycle, Mitotic",,-8.7,54,16,30198,561,5,5,1e+02,18,699|1063|4751|22974|83540,BUB1|CENPF|NEK2|TPX2|NUF2,-6.8
SGLasso-SVM,GO Biological Processes,19,GO:0051783,regulation of nuclear division,19_GO:0050789 regulation of biological process,-8.6,1.7e+02,26,30198,145,5,4,80,18,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-6.7
SGLasso-SVM,GO Biological Processes,19,GO:0000278,mitotic cell cycle,19_GO:0009987 cellular process,-8.5,50,16,30198,605,5,5,1e+02,18,699|1063|4751|22974|83540,BUB1|CENPF|NEK2|TPX2|NUF2,-6.7
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-1640170,Cell Cycle,,-8.2,44,15,30198,692,5,5,1e+02,18,699|1063|4751|22974|83540,BUB1|CENPF|NEK2|TPX2|NUF2,-6.4
SGLasso-SVM,GO Biological Processes,19,GO:0007094,mitotic spindle assembly checkpoint signaling,19_GO:0023052 signaling,-8.1,6.2e+02,43,30198,29,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.3
SGLasso-SVM,GO Biological Processes,19,GO:0071173,spindle assembly checkpoint signaling,19_GO:0023052 signaling,-8.1,6.2e+02,43,30198,29,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.3
SGLasso-SVM,GO Biological Processes,19,GO:0071174,mitotic spindle checkpoint signaling,19_GO:0023052 signaling,-8.1,6.2e+02,43,30198,29,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.3
SGLasso-SVM,GO Biological Processes,19,GO:0010564,regulation of cell cycle process,19_GO:0050789 regulation of biological process,-8.1,41,14,30198,734,5,5,1e+02,18,699|1063|4751|22974|83540,BUB1|CENPF|NEK2|TPX2|NUF2,-6.3
SGLasso-SVM,GO Biological Processes,19,GO:0031577,spindle checkpoint signaling,19_GO:0023052 signaling,-8.1,6e+02,43,30198,30,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.3
SGLasso-SVM,GO Biological Processes,19,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,19_GO:0048519 negative regulation of biological process,-8,5.8e+02,42,30198,31,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.3
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-68877,Mitotic Prometaphase,,-8,1.2e+02,22,30198,204,5,4,80,18,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-6.3
SGLasso-SVM,GO Biological Processes,19,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,19_GO:0048519 negative regulation of biological process,-7.9,5.5e+02,41,30198,33,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.2
SGLasso-SVM,GO Biological Processes,19,GO:0033046,negative regulation of sister chromatid segregation,19_GO:0048519 negative regulation of biological process,-7.9,5.3e+02,40,30198,34,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.2
SGLasso-SVM,GO Biological Processes,19,GO:2000816,negative regulation of mitotic sister chromatid separation,19_GO:0048519 negative regulation of biological process,-7.9,5.3e+02,40,30198,34,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.2
SGLasso-SVM,GO Biological Processes,19,GO:0033048,negative regulation of mitotic sister chromatid segregation,19_GO:0048519 negative regulation of biological process,-7.9,5.3e+02,40,30198,34,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.2
SGLasso-SVM,GO Biological Processes,19,GO:1905819,negative regulation of chromosome separation,19_GO:0048519 negative regulation of biological process,-7.8,5e+02,39,30198,36,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.1
SGLasso-SVM,GO Biological Processes,19,GO:0051985,negative regulation of chromosome segregation,19_GO:0048519 negative regulation of biological process,-7.8,5e+02,39,30198,36,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6.1
SGLasso-SVM,GO Biological Processes,19,GO:0098813,nuclear chromosome segregation,19_GO:0009987 cellular process,-7.8,1.1e+02,20,30198,228,5,4,80,18,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-6.1
SGLasso-SVM,GO Biological Processes,19,GO:0045839,negative regulation of mitotic nuclear division,19_GO:0048519 negative regulation of biological process,-7.7,4.6e+02,37,30198,39,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-6
SGLasso-SVM,GO Biological Processes,19,GO:0033044,regulation of chromosome organization,19_GO:0050789 regulation of biological process,-7.6,97,20,30198,250,5,4,80,18,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-6
SGLasso-SVM,GO Biological Processes,19,GO:0051784,negative regulation of nuclear division,19_GO:0048519 negative regulation of biological process,-7.5,3.9e+02,34,30198,46,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-5.9
SGLasso-SVM,GO Biological Processes,19,GO:0007059,chromosome segregation,19_GO:0009987 cellular process,-7.4,85,18,30198,285,5,4,80,18,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-5.8
SGLasso-SVM,GO Biological Processes,19,GO:0010948,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-7.4,84,18,30198,287,5,4,80,18,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-5.8
SGLasso-SVM,GO Biological Processes,19,GO:0000280,nuclear division,19_GO:0009987 cellular process,-7.3,78,18,30198,310,5,4,80,18,699|4751|22974|83540,BUB1|NEK2|TPX2|NUF2,-5.7
SGLasso-SVM,GO Biological Processes,19,GO:0033047,regulation of mitotic sister chromatid segregation,19_GO:0050789 regulation of biological process,-7.2,3.3e+02,31,30198,55,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-5.7
SGLasso-SVM,GO Biological Processes,19,GO:0048285,organelle fission,19_GO:0009987 cellular process,-7.1,72,17,30198,335,5,4,80,18,699|4751|22974|83540,BUB1|NEK2|TPX2|NUF2,-5.6
SGLasso-SVM,GO Biological Processes,19,GO:0010639,negative regulation of organelle organization,19_GO:0048519 negative regulation of biological process,-7.1,71,17,30198,342,5,4,80,18,699|1063|22974|83540,BUB1|CENPF|TPX2|NUF2,-5.5
SGLasso-SVM,GO Biological Processes,19,GO:0045786,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-6.9,64,16,30198,375,5,4,80,18,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-5.4
SGLasso-SVM,GO Biological Processes,19,GO:2001251,negative regulation of chromosome organization,19_GO:0048519 negative regulation of biological process,-6.7,2.3e+02,26,30198,80,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-5.3
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-68886,M Phase,,-6.7,58,15,30198,418,5,4,80,18,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-5.3
SGLasso-SVM,GO Biological Processes,19,GO:0030071,regulation of mitotic metaphase/anaphase transition,19_GO:0050789 regulation of biological process,-6.6,2e+02,24,30198,91,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-5.1
SGLasso-SVM,GO Biological Processes,19,GO:0007052,mitotic spindle organization,19_GO:0009987 cellular process,-6.5,1.9e+02,24,30198,94,5,3,60,22,4751|22974|83540,NEK2|TPX2|NUF2,-5.1
SGLasso-SVM,GO Biological Processes,19,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,19_GO:0050789 regulation of biological process,-6.5,1.9e+02,24,30198,94,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-5.1
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-141424,Amplification of signal from the kinetochores,,-6.5,1.9e+02,24,30198,96,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-5.1
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,,-6.5,1.9e+02,24,30198,96,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-5.1
SGLasso-SVM,GO Biological Processes,19,GO:0010965,regulation of mitotic sister chromatid separation,19_GO:0050789 regulation of biological process,-6.5,1.9e+02,24,30198,96,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-5.1
SGLasso-SVM,GO Biological Processes,19,GO:0033045,regulation of sister chromatid segregation,19_GO:0050789 regulation of biological process,-6.4,1.7e+02,23,30198,105,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-5
SGLasso-SVM,GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-6.4,47,13,30198,517,5,4,80,18,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-5
SGLasso-SVM,GO Biological Processes,19,GO:1905818,regulation of chromosome separation,19_GO:0050789 regulation of biological process,-6.3,1.7e+02,22,30198,109,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.9
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-69618,Mitotic Spindle Checkpoint,,-6.3,1.6e+02,22,30198,113,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.9
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,,-6.2,1.5e+02,21,30198,117,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.8
SGLasso-SVM,GO Biological Processes,19,GO:0007093,mitotic cell cycle checkpoint signaling,19_GO:0023052 signaling,-6.2,1.5e+02,21,30198,123,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.8
SGLasso-SVM,GO Biological Processes,19,GO:1902850,microtubule cytoskeleton organization involved in mitosis,19_GO:0009987 cellular process,-6.2,1.4e+02,21,30198,125,5,3,60,22,4751|22974|83540,NEK2|TPX2|NUF2,-4.8
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,,-6.2,1.4e+02,21,30198,126,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.8
SGLasso-SVM,GO Biological Processes,19,GO:0051983,regulation of chromosome segregation,19_GO:0050789 regulation of biological process,-6.1,1.4e+02,20,30198,130,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.7
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-5663220,RHO GTPases Activate Formins,,-6,1.3e+02,20,30198,140,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.7
SGLasso-SVM,GO Biological Processes,19,GO:0000819,sister chromatid segregation,19_GO:0009987 cellular process,-6,1.2e+02,19,30198,146,5,3,60,22,699|4751|83540,BUB1|NEK2|NUF2,-4.6
SGLasso-SVM,GO Biological Processes,19,GO:0000075,cell cycle checkpoint signaling,19_GO:0023052 signaling,-5.9,1.2e+02,19,30198,153,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.6
SGLasso-SVM,GO Biological Processes,19,GO:0007051,spindle organization,19_GO:0009987 cellular process,-5.9,1.2e+02,19,30198,155,5,3,60,22,4751|22974|83540,NEK2|TPX2|NUF2,-4.6
SGLasso-SVM,GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-5.9,35,12,30198,693,5,4,80,18,699|1063|22974|83540,BUB1|CENPF|TPX2|NUF2,-4.5
SGLasso-SVM,GO Biological Processes,19,GO:0140014,mitotic nuclear division,19_GO:0009987 cellular process,-5.8,1.1e+02,18,30198,169,5,3,60,22,4751|22974|83540,NEK2|TPX2|NUF2,-4.5
SGLasso-SVM,GO Biological Processes,19,GO:1901991,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-5.7,1e+02,17,30198,178,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.4
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-2467813,Separation of Sister Chromatids,,-5.6,95,17,30198,191,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.3
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-69275,G2/M Transition,,-5.6,92,17,30198,196,5,3,60,22,1063|4751|22974,CENPF|NEK2|TPX2,-4.3
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-453274,Mitotic G2-G2/M phases,,-5.6,92,16,30198,198,5,3,60,22,1063|4751|22974,CENPF|NEK2|TPX2,-4.3
SGLasso-SVM,GO Biological Processes,19,GO:0045930,negative regulation of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-5.4,80,15,30198,227,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.1
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-68882,Mitotic Anaphase,,-5.3,77,15,30198,236,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.1
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-2555396,Mitotic Metaphase and Anaphase,,-5.3,76,15,30198,237,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.1
SGLasso-SVM,GO Biological Processes,19,GO:1901988,negative regulation of cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-5.3,76,15,30198,238,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-4.1
SGLasso-SVM,GO Biological Processes,19,GO:0051321,meiotic cell cycle,19_GO:0022414 reproductive process,-5.3,75,15,30198,241,5,3,60,22,699|4751|83540,BUB1|NEK2|NUF2,-4.1
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-69620,Cell Cycle Checkpoints,,-5.1,62,13,30198,293,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-3.9
SGLasso-SVM,GO Biological Processes,19,GO:0140694,non-membrane-bounded organelle assembly,19_GO:0009987 cellular process,-5,58,13,30198,312,5,3,60,22,1063|4751|22974,CENPF|NEK2|TPX2,-3.8
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-195258,RHO GTPase Effectors,,-4.9,55,13,30198,327,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-3.7
SGLasso-SVM,GO Biological Processes,19,GO:1901990,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-4.8,51,12,30198,355,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-3.7
SGLasso-SVM,GO Biological Processes,19,GO:1901987,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-4.5,40,11,30198,454,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-3.4
SGLasso-SVM,GO Biological Processes,19,GO:0000226,microtubule cytoskeleton organization,19_GO:0009987 cellular process,-4.3,34,10,30198,526,5,3,60,22,4751|22974|83540,NEK2|TPX2|NUF2,-3.2
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-194315,Signaling by Rho GTPases,,-3.9,26,8.5,30198,707,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-2.9
SGLasso-SVM,Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-3.9,25,8.4,30198,723,5,3,60,22,699|1063|83540,BUB1|CENPF|NUF2,-2.8
SGLasso-SVM,GO Biological Processes,19,GO:0070925,organelle assembly,19_GO:0009987 cellular process,-3.8,23,8.1,30198,783,5,3,60,22,1063|4751|22974,CENPF|NEK2|TPX2,-2.7
SGLasso-SVM,GO Biological Processes,19,GO:0007017,microtubule-based process,19_GO:0009987 cellular process,-3.8,23,8.1,30198,786,5,3,60,22,4751|22974|83540,NEK2|TPX2|NUF2,-2.7
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:0071174,mitotic spindle checkpoint signaling,19_GO:0023052 signaling,-9.1,1e+03,56,30198,29,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-7.1
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:0071173,spindle assembly checkpoint signaling,19_GO:0023052 signaling,-9.1,1e+03,56,30198,29,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-7.1
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:0007094,mitotic spindle assembly checkpoint signaling,19_GO:0023052 signaling,-9.1,1e+03,56,30198,29,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-7.1
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:0031577,spindle checkpoint signaling,19_GO:0023052 signaling,-9.1,1e+03,55,30198,30,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-7.1
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,19_GO:0048519 negative regulation of biological process,-9,9.7e+02,54,30198,31,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-7
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,19_GO:0048519 negative regulation of biological process,-8.9,9.2e+02,52,30198,33,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-7
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:0033048,negative regulation of mitotic sister chromatid segregation,19_GO:0048519 negative regulation of biological process,-8.9,8.9e+02,52,30198,34,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-7
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:0033046,negative regulation of sister chromatid segregation,19_GO:0048519 negative regulation of biological process,-8.9,8.9e+02,52,30198,34,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-7
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:2000816,negative regulation of mitotic sister chromatid separation,19_GO:0048519 negative regulation of biological process,-8.9,8.9e+02,52,30198,34,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-7
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:1905819,negative regulation of chromosome separation,19_GO:0048519 negative regulation of biological process,-8.8,8.4e+02,50,30198,36,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-6.9
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:0051985,negative regulation of chromosome segregation,19_GO:0048519 negative regulation of biological process,-8.8,8.4e+02,50,30198,36,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-6.9
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:0045839,negative regulation of mitotic nuclear division,19_GO:0048519 negative regulation of biological process,-8.7,7.7e+02,48,30198,39,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-6.8
SGLasso-SVM_MCODE_ALL,GO Biological Processes,19,GO:0051784,negative regulation of nuclear division,19_GO:0048519 negative regulation of biological process,-8.5,6.6e+02,44,30198,46,3,3,1e+02,27,699|1063|83540,BUB1|CENPF|NUF2,-6.7
